classificacao,genero,cor_ou_raca,estados,mes_pesquisa,semana_do_mes,febre,tosse,dor_de_garganta,dificuldade_respirar,dor_no_peito,nariz_escorrendo_entupido,fadiga,perda_de_ofato_sabor,dores_musculares,diarreia
26-59 Adulto,Mulher,Preta,Tocantins,9,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Preta,Tocantins,9,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Branca,Tocantins,9,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Branca,Tocantins,9,2,2,1,0,0,0,1,0,2,1,1
0-12 Criança,Mulher,Branca,Tocantins,9,2,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Branca,Tocantins,9,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Parda,Tocantins,9,3,0,0,1,0,0,0,0,0,2,2
18-25 Jovem ,Homem,Branca,Tocantins,9,3,1,1,1,0,0,0,0,1,1,1
60+ Idoso,Mulher,Branca,Tocantins,9,3,0,0,0,0,0,0,0,1,0,0
60+ Idoso,Homem,Parda,Tocantins,9,3,0,1,0,0,0,1,2,0,3,3
0-12 Criança,Mulher,Branca,Tocantins,9,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Branca,Tocantins,9,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Parda,Tocantins,9,3,0,0,0,0,0,2,0,1,2,2
13-17 Adolescente,Mulher,Parda,Tocantins,9,3,1,0,1,0,1,1,0,1,0,0
18-25 Jovem ,Mulher,Branca,Tocantins,9,1,0,0,0,0,0,0,1,0,0,0
18-25 Jovem ,Homem,Parda,Tocantins,9,2,0,1,0,0,0,0,0,0,1,1
60+ Idoso,Mulher,Parda,Tocantins,9,1,1,1,2,1,1,3,1,1,3,3
60+ Idoso,Homem,Parda,Tocantins,9,4,1,0,0,1,1,0,0,0,1,1
13-17 Adolescente,Homem,Parda,Tocantins,9,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Branca,Tocantins,9,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Branca,Tocantins,9,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Preta,Tocantins,9,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Parda,Tocantins,9,3,1,2,2,1,0,1,1,0,1,1
60+ Idoso,Mulher,Parda,Tocantins,9,2,2,2,2,2,1,1,2,2,2,2
18-25 Jovem ,Homem,Preta,Tocantins,9,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Branca,Tocantins,9,4,1,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Branca,Tocantins,9,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Parda,Tocantins,9,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Preta,Tocantins,9,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Tocantins,9,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Preta,Tocantins,9,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Branca,Tocantins,9,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Preta,Tocantins,9,1,1,1,1,0,1,1,1,1,1,1
60+ Idoso,Mulher,Preta,Tocantins,9,3,0,1,0,1,0,0,1,0,0,0
60+ Idoso,Homem,Preta,Tocantins,9,2,0,1,0,0,0,1,0,0,2,2
13-17 Adolescente,Mulher,Branca,Tocantins,9,1,2,2,2,2,2,3,2,2,2,2
0-12 Criança,Mulher,Preta,Tocantins,9,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Branca,Tocantins,9,1,1,0,1,0,0,0,0,1,2,2
60+ Idoso,Homem,Branca,Tocantins,9,4,0,1,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Branca,Tocantins,9,3,1,0,0,0,0,0,1,0,0,0
13-17 Adolescente,Homem,Branca,Tocantins,9,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Amarela,Tocantins,9,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Preta,Tocantins,9,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Preta,Tocantins,9,2,0,1,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Preta,Tocantins,9,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Preta,Tocantins,9,4,1,1,1,0,0,1,0,0,0,0
13-17 Adolescente,Homem,Branca,Tocantins,9,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Preta,Tocantins,9,4,0,0,0,0,0,0,0,0,1,1
18-25 Jovem ,Mulher,Preta,Tocantins,9,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Indígena,Tocantins,9,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Amarela,Tocantins,9,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Preta,Tocantins,9,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Preta,Tocantins,9,4,1,2,0,0,1,0,0,1,1,1
60+ Idoso,Mulher,Preta,Tocantins,9,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Preta,Tocantins,9,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Tocantins,9,1,0,0,0,0,0,1,0,0,1,1
13-17 Adolescente,Mulher,Preta,Tocantins,9,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Preta,Tocantins,9,2,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Preta,Tocantins,9,1,0,0,0,1,0,0,0,0,1,1
26-59 Adulto,Mulher,Amarela,Tocantins,9,2,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Não respondeu,Tocantins,9,2,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Não respondeu,Tocantins,9,2,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Não respondeu,Tocantins,9,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Tocantins,9,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Tocantins,9,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Preta,Tocantins,9,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Preta,Tocantins,9,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Indígena,Tocantins,9,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Tocantins,9,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Tocantins,9,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Indígena,Tocantins,9,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Amarela,Tocantins,9,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Amarela,Tocantins,9,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Amarela,Tocantins,9,1,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Amarela,Tocantins,9,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Amarela,Tocantins,9,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Amarela,Tocantins,9,2,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Amarela,Tocantins,9,2,0,1,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Não respondeu,Tocantins,9,1,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Não respondeu,Tocantins,9,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Amarela,Tocantins,9,4,0,1,1,1,1,0,0,0,0,0
18-25 Jovem ,Homem,Amarela,Tocantins,9,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Indígena,Tocantins,9,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Amarela,Tocantins,9,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Amarela,Tocantins,9,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Indígena,Tocantins,9,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Amarela,Tocantins,9,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Amarela,Tocantins,9,2,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Amarela,Tocantins,9,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Amarela,Tocantins,9,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Amarela,Tocantins,9,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Amarela,Tocantins,9,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Indígena,Tocantins,9,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Amarela,Tocantins,9,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Tocantins,9,2,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Indígena,Tocantins,9,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Indígena,Tocantins,9,1,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Indígena,Tocantins,9,2,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Parda,Maranhão,9,3,8,13,9,1,1,7,6,2,8,8
18-25 Jovem ,Mulher,Preta,Maranhão,9,3,0,0,0,0,0,1,0,0,0,0
0-12 Criança,Mulher,Parda,Maranhão,9,3,1,3,3,0,0,3,1,0,0,0
13-17 Adolescente,Mulher,Preta,Maranhão,9,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Parda,Maranhão,9,3,6,11,3,2,5,4,5,2,5,5
0-12 Criança,Homem,Parda,Maranhão,9,3,4,3,2,0,0,3,0,1,0,0
18-25 Jovem ,Homem,Parda,Maranhão,9,3,1,0,1,0,0,0,0,0,0,0
26-59 Adulto,Homem,Parda,Maranhão,9,1,16,15,11,3,0,10,4,11,17,17
60+ Idoso,Homem,Branca,Maranhão,9,3,1,3,1,0,1,1,2,0,2,2
26-59 Adulto,Homem,Branca,Maranhão,9,3,2,5,5,0,0,0,2,2,0,0
60+ Idoso,Homem,Branca,Maranhão,9,2,1,2,0,0,0,1,0,0,2,2
60+ Idoso,Mulher,Branca,Maranhão,9,2,0,1,2,0,0,1,0,0,1,1
26-59 Adulto,Mulher,Branca,Maranhão,9,2,4,4,2,1,0,6,3,0,6,6
18-25 Jovem ,Mulher,Parda,Maranhão,9,3,5,8,5,0,1,4,2,1,2,2
26-59 Adulto,Mulher,Preta,Maranhão,9,2,2,1,6,1,0,4,2,0,2,2
60+ Idoso,Homem,Preta,Maranhão,9,2,0,1,1,0,0,1,2,0,2,2
18-25 Jovem ,Homem,Parda,Maranhão,9,2,1,3,4,0,0,5,2,1,1,1
26-59 Adulto,Homem,Branca,Maranhão,9,2,2,3,3,0,0,5,1,2,2,2
26-59 Adulto,Mulher,Parda,Maranhão,9,2,9,11,13,2,1,9,5,9,8,8
60+ Idoso,Mulher,Parda,Maranhão,9,3,1,3,0,1,0,1,1,0,3,3
26-59 Adulto,Mulher,Parda,Maranhão,9,1,14,14,15,5,3,14,9,6,14,14
60+ Idoso,Mulher,Parda,Maranhão,9,1,3,2,0,0,2,4,7,2,3,3
60+ Idoso,Homem,Parda,Maranhão,9,3,4,4,2,1,1,1,5,0,3,3
26-59 Adulto,Mulher,Preta,Maranhão,9,3,2,3,4,1,1,6,2,1,3,3
26-59 Adulto,Homem,Branca,Maranhão,9,4,5,4,6,2,2,2,2,2,4,4
26-59 Adulto,Mulher,Preta,Maranhão,9,4,3,3,3,0,0,3,2,0,2,2
0-12 Criança,Homem,Branca,Maranhão,9,4,0,1,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Parda,Maranhão,9,2,5,6,11,2,4,12,4,5,5,5
18-25 Jovem ,Mulher,Parda,Maranhão,9,2,3,2,6,0,0,1,1,1,2,2
0-12 Criança,Mulher,Branca,Maranhão,9,2,1,2,1,1,1,1,1,1,1,1
0-12 Criança,Mulher,Parda,Maranhão,9,2,3,7,3,1,0,8,0,0,0,0
60+ Idoso,Mulher,Parda,Maranhão,9,2,2,3,1,1,1,0,4,1,4,4
0-12 Criança,Homem,Branca,Maranhão,9,2,1,4,2,1,2,5,2,2,2,2
18-25 Jovem ,Mulher,Parda,Maranhão,9,1,2,1,1,0,0,3,0,1,1,1
0-12 Criança,Homem,Branca,Maranhão,9,1,3,4,4,0,0,5,0,0,0,0
26-59 Adulto,Homem,Preta,Maranhão,9,1,3,2,4,0,1,4,2,1,3,3
26-59 Adulto,Homem,Preta,Maranhão,9,4,2,2,3,0,0,0,1,0,0,0
26-59 Adulto,Mulher,Parda,Maranhão,9,4,10,9,12,2,2,16,2,4,10,10
26-59 Adulto,Homem,Parda,Maranhão,9,4,6,6,6,2,2,5,2,1,1,1
26-59 Adulto,Mulher,Branca,Maranhão,9,4,4,3,4,3,2,2,5,1,3,3
18-25 Jovem ,Homem,Parda,Maranhão,9,1,4,2,1,1,0,1,1,1,2,2
13-17 Adolescente,Homem,Parda,Maranhão,9,2,4,3,1,1,0,1,0,1,2,2
0-12 Criança,Mulher,Parda,Maranhão,9,1,6,5,4,0,0,7,0,2,2,2
26-59 Adulto,Homem,Preta,Maranhão,9,3,0,2,1,0,0,1,0,0,2,2
60+ Idoso,Homem,Parda,Maranhão,9,1,1,4,0,1,0,3,0,1,2,2
26-59 Adulto,Mulher,Branca,Maranhão,9,3,1,3,4,2,1,4,5,0,2,2
0-12 Criança,Homem,Parda,Maranhão,9,1,5,4,2,0,0,13,1,2,1,1
0-12 Criança,Mulher,Branca,Maranhão,9,4,1,1,0,0,0,3,0,0,0,0
13-17 Adolescente,Mulher,Parda,Maranhão,9,4,1,0,0,0,0,1,0,0,0,0
13-17 Adolescente,Homem,Parda,Maranhão,9,4,2,0,1,0,0,0,0,0,1,1
18-25 Jovem ,Homem,Branca,Maranhão,9,4,2,3,2,1,0,2,1,1,1,1
18-25 Jovem ,Mulher,Branca,Maranhão,9,3,0,0,1,0,0,0,0,1,0,0
18-25 Jovem ,Homem,Parda,Maranhão,9,4,4,3,2,1,1,3,2,1,1,1
13-17 Adolescente,Homem,Branca,Maranhão,9,3,1,0,1,0,0,1,0,0,1,1
0-12 Criança,Homem,Branca,Maranhão,9,3,0,1,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Parda,Maranhão,9,2,5,5,3,0,0,4,2,0,0,0
18-25 Jovem ,Homem,Branca,Maranhão,9,2,0,1,0,0,1,2,0,0,1,1
60+ Idoso,Mulher,Parda,Maranhão,9,4,4,1,1,0,0,1,2,0,3,3
18-25 Jovem ,Mulher,Branca,Maranhão,9,4,2,2,2,1,0,3,1,0,1,1
60+ Idoso,Homem,Parda,Maranhão,9,2,3,7,2,0,0,1,4,1,1,1
18-25 Jovem ,Mulher,Branca,Maranhão,9,2,1,1,1,1,1,2,1,1,1,1
26-59 Adulto,Homem,Branca,Maranhão,9,1,2,4,2,1,0,5,0,1,1,1
26-59 Adulto,Mulher,Branca,Maranhão,9,1,8,8,2,3,1,8,4,5,5,5
18-25 Jovem ,Mulher,Branca,Maranhão,9,1,0,0,1,0,0,1,0,0,1,1
18-25 Jovem ,Homem,Branca,Maranhão,9,1,1,0,0,0,0,2,1,0,1,1
18-25 Jovem ,Homem,Preta,Maranhão,9,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Preta,Maranhão,9,3,0,2,0,0,0,1,0,0,0,0
26-59 Adulto,Homem,Indígena,Maranhão,9,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Maranhão,9,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Preta,Maranhão,9,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Branca,Maranhão,9,1,1,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Parda,Maranhão,9,4,2,7,1,0,0,7,0,0,1,1
26-59 Adulto,Mulher,Preta,Maranhão,9,1,1,1,4,1,1,2,0,1,2,2
60+ Idoso,Homem,Parda,Maranhão,9,4,2,3,1,1,2,2,1,0,3,3
26-59 Adulto,Homem,Preta,Maranhão,9,2,2,1,0,1,1,0,1,0,2,2
0-12 Criança,Mulher,Preta,Maranhão,9,2,1,1,1,1,0,1,0,0,0,0
13-17 Adolescente,Mulher,Branca,Maranhão,9,4,1,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Parda,Maranhão,9,4,2,5,3,0,0,5,0,0,3,3
60+ Idoso,Mulher,Branca,Maranhão,9,1,1,4,0,0,1,0,1,1,1,1
0-12 Criança,Mulher,Branca,Maranhão,9,1,2,0,0,0,0,2,0,0,0,0
0-12 Criança,Homem,Preta,Maranhão,9,1,1,0,1,0,0,1,0,0,2,2
60+ Idoso,Homem,Branca,Maranhão,9,4,0,0,0,0,0,0,1,0,1,1
0-12 Criança,Mulher,Parda,Maranhão,9,4,4,7,0,1,0,8,1,0,0,0
13-17 Adolescente,Homem,Branca,Maranhão,9,2,0,1,0,0,0,2,0,0,0,0
13-17 Adolescente,Mulher,Parda,Maranhão,9,2,2,3,3,0,0,2,0,2,0,0
13-17 Adolescente,Mulher,Branca,Maranhão,9,3,0,1,0,0,0,1,0,0,0,0
60+ Idoso,Mulher,Branca,Maranhão,9,3,1,2,2,0,1,1,1,1,2,2
60+ Idoso,Mulher,Preta,Maranhão,9,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Branca,Maranhão,9,3,1,2,0,0,0,2,0,0,0,0
60+ Idoso,Mulher,Branca,Maranhão,9,4,1,0,1,0,0,0,0,0,3,3
60+ Idoso,Homem,Branca,Maranhão,9,1,2,2,3,1,1,1,1,1,0,0
13-17 Adolescente,Mulher,Parda,Maranhão,9,1,2,2,1,0,0,5,0,1,1,1
60+ Idoso,Homem,Preta,Maranhão,9,3,2,2,2,1,1,1,2,1,2,2
13-17 Adolescente,Homem,Branca,Maranhão,9,1,0,0,0,0,0,1,0,0,0,0
0-12 Criança,Mulher,Branca,Maranhão,9,3,1,1,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Parda,Maranhão,9,1,4,2,3,0,0,3,0,3,1,1
60+ Idoso,Homem,Preta,Maranhão,9,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Preta,Maranhão,9,2,1,1,1,0,0,1,0,0,0,0
18-25 Jovem ,Mulher,Preta,Maranhão,9,2,0,1,1,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Preta,Maranhão,9,4,2,2,2,0,1,1,1,1,1,1
13-17 Adolescente,Homem,Branca,Maranhão,9,4,0,1,1,1,0,1,0,0,0,0
13-17 Adolescente,Homem,Parda,Maranhão,9,3,3,2,2,0,0,1,0,0,1,1
18-25 Jovem ,Homem,Preta,Maranhão,9,1,0,2,2,0,0,1,0,0,0,0
0-12 Criança,Homem,Preta,Maranhão,9,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Preta,Maranhão,9,4,0,0,0,1,0,2,1,0,0,0
60+ Idoso,Mulher,Preta,Maranhão,9,2,0,2,1,0,0,1,0,0,0,0
60+ Idoso,Mulher,Preta,Maranhão,9,1,0,2,3,0,0,2,0,0,1,1
60+ Idoso,Homem,Preta,Maranhão,9,4,0,0,0,0,1,0,0,0,1,1
18-25 Jovem ,Homem,Preta,Maranhão,9,2,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Amarela,Maranhão,9,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Amarela,Maranhão,9,4,0,0,1,0,0,0,0,0,0,0
0-12 Criança,Homem,Amarela,Maranhão,9,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Preta,Maranhão,9,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Maranhão,9,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Parda,Maranhão,9,3,0,5,2,1,1,4,0,0,2,2
18-25 Jovem ,Mulher,Preta,Maranhão,9,1,1,0,0,1,0,0,0,0,1,1
0-12 Criança,Mulher,Preta,Maranhão,9,1,1,1,1,1,0,1,1,0,0,0
26-59 Adulto,Homem,Amarela,Maranhão,9,2,0,0,0,0,0,0,0,1,0,0
26-59 Adulto,Mulher,Amarela,Maranhão,9,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Indígena,Maranhão,9,4,1,0,0,1,0,0,0,0,0,0
26-59 Adulto,Mulher,Amarela,Maranhão,9,3,0,1,2,0,0,0,0,0,1,1
26-59 Adulto,Homem,Amarela,Maranhão,9,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Amarela,Maranhão,9,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Branca,Maranhão,9,2,0,1,0,0,0,1,0,0,0,0
13-17 Adolescente,Mulher,Preta,Maranhão,9,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Amarela,Maranhão,9,2,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Preta,Maranhão,9,3,0,2,1,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Maranhão,9,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Maranhão,9,2,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Indígena,Maranhão,9,2,0,0,1,0,0,1,0,0,0,0
60+ Idoso,Mulher,Indígena,Maranhão,9,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Maranhão,9,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Amarela,Maranhão,9,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Maranhão,9,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Maranhão,9,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Amarela,Maranhão,9,2,0,1,1,0,0,1,1,0,0,0
18-25 Jovem ,Mulher,Amarela,Maranhão,9,2,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Amarela,Maranhão,9,2,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Preta,Maranhão,9,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Preta,Maranhão,9,1,0,0,0,0,0,1,0,0,0,0
26-59 Adulto,Mulher,Não respondeu,Maranhão,9,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Não respondeu,Maranhão,9,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Não respondeu,Maranhão,9,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Indígena,Maranhão,9,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Amarela,Maranhão,9,4,0,0,0,0,0,1,0,0,0,0
60+ Idoso,Mulher,Indígena,Maranhão,9,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Indígena,Maranhão,9,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Indígena,Maranhão,9,4,1,0,1,0,0,0,0,0,0,0
0-12 Criança,Homem,Indígena,Maranhão,9,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Amarela,Maranhão,9,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Amarela,Maranhão,9,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Indígena,Maranhão,9,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Amarela,Maranhão,9,1,0,1,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Amarela,Maranhão,9,1,0,1,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Amarela,Maranhão,9,1,0,1,0,0,0,1,0,0,0,0
13-17 Adolescente,Mulher,Amarela,Maranhão,9,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Amarela,Maranhão,9,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Indígena,Maranhão,9,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Amarela,Maranhão,9,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Indígena,Maranhão,9,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Amarela,Maranhão,9,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Amarela,Maranhão,9,1,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Amarela,Maranhão,9,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Amarela,Maranhão,9,3,0,1,1,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Amarela,Maranhão,9,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Amarela,Maranhão,9,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Indígena,Maranhão,9,2,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Maranhão,9,4,0,1,0,0,0,0,1,0,0,0
0-12 Criança,Homem,Indígena,Maranhão,9,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Amarela,Maranhão,9,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Amarela,Maranhão,9,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Indígena,Maranhão,9,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Indígena,Maranhão,9,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Amarela,Maranhão,9,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Indígena,Maranhão,9,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Indígena,Maranhão,9,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Amarela,Maranhão,9,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Indígena,Maranhão,9,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Amarela,Maranhão,9,2,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Indígena,Maranhão,9,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Amarela,Maranhão,9,2,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Indígena,Maranhão,9,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Indígena,Maranhão,9,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Indígena,Maranhão,9,2,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Indígena,Maranhão,9,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Indígena,Maranhão,9,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Indígena,Maranhão,9,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Parda,Piauí,9,1,0,2,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Parda,Piauí,9,1,0,1,1,1,1,1,0,0,4,4
26-59 Adulto,Homem,Parda,Piauí,9,1,4,4,6,2,4,5,3,2,2,2
26-59 Adulto,Mulher,Branca,Piauí,9,3,4,1,2,1,0,3,1,0,2,2
