classificacao,genero,estados,mes_pesquisa,semana_do_mes,foi_estabelecimento_saude,nao_foi_estabelecimento_saude,ignorou_os_sintomas,hospital_sus,nao_era_um_hospital_sus,nao_respondeu,atenidento_pivado_ou_militar,nao_buscou_atendimento_privado,nao_respondeu_atendiento_privado,fez_exame_SWAB,nao_fez_exame_SWAB,resultado_positivo,resultado_negativo,resultado_inconclusivo,ainda_sem_resultado,tem_doencas_respiratorias,nao_tem_doencas_respiratorias,ignorou_doencas_respiratorias
18-25 Jovem ,Mulher,Alagoas,9,4,1,0,0,1,0,0,0,1,0,1,13,0,1,0,0,4,191,1
18-25 Jovem ,Homem,Alagoas,9,4,1,5,0,0,1,0,0,1,0,3,11,1,2,0,0,5,169,1
13-17 Adolescente,Homem,Alagoas,9,4,1,3,0,1,0,0,0,1,0,3,5,0,2,0,1,4,138,0
13-17 Adolescente,Homem,Alagoas,9,2,3,1,0,0,3,0,0,3,0,0,7,0,0,0,0,4,139,0
60+ Idoso,Homem,,9,2,10,48,0,1,9,0,0,10,0,34,60,10,21,1,2,59,847,2
60+ Idoso,Mulher,,9,2,17,57,0,3,14,0,2,15,0,55,51,15,36,0,4,64,1061,5
26-59 Adulto,Homem,,9,4,25,67,0,1,24,0,3,22,0,163,204,39,118,2,4,108,2268,9
26-59 Adulto,Mulher,,9,4,33,101,0,8,25,0,2,31,0,195,202,58,133,0,4,167,2538,12
0-12 Criança,Homem,,9,4,6,21,0,1,5,0,0,6,0,15,17,5,10,0,0,53,786,1
60+ Idoso,Mulher,,9,4,10,41,0,3,7,0,1,9,0,50,53,6,42,0,2,81,1027,6
26-59 Adulto,Mulher,,9,2,29,136,0,3,26,0,3,26,0,196,180,54,132,1,9,173,2553,6
26-59 Adulto,Homem,,9,2,24,86,0,4,20,0,0,24,0,152,136,37,109,2,4,101,2280,6
0-12 Criança,Mulher,,9,2,7,19,0,0,7,0,0,7,0,15,14,2,13,0,0,41,731,2
18-25 Jovem ,Homem,,9,2,4,17,0,0,4,0,1,3,0,32,38,5,24,1,2,39,546,1
60+ Idoso,Homem,,9,4,8,33,0,2,6,0,0,8,0,38,48,8,29,0,1,41,816,4
26-59 Adulto,Mulher,,9,3,35,122,0,5,29,1,4,31,0,188,215,59,119,5,5,146,2443,12
26-59 Adulto,Homem,,9,3,21,89,0,3,18,0,1,20,0,167,174,42,120,1,4,72,2227,7
0-12 Criança,Homem,,9,3,11,19,0,2,9,0,0,11,0,16,12,2,13,1,0,53,754,4
60+ Idoso,Mulher,,9,3,19,56,0,1,18,0,2,17,0,64,56,10,49,0,4,77,1051,4
18-25 Jovem ,Homem,,9,3,5,12,0,1,4,0,0,5,0,20,27,5,15,0,0,26,500,2
0-12 Criança,Mulher,,9,3,5,10,0,2,3,0,1,4,0,8,18,1,7,0,0,48,696,4
60+ Idoso,Homem,,9,1,13,41,0,3,10,0,0,13,0,30,42,10,20,0,0,40,865,3
26-59 Adulto,Mulher,,9,1,41,114,0,10,31,0,3,37,1,185,174,47,131,2,5,153,2388,7
0-12 Criança,Mulher,,9,1,8,20,0,1,7,0,0,8,0,11,10,2,9,0,0,51,740,0
18-25 Jovem ,Mulher,,9,1,6,23,0,1,5,0,1,5,0,29,31,5,22,1,1,40,522,3
13-17 Adolescente,Mulher,,9,1,4,12,0,0,4,0,0,4,0,9,12,3,6,0,0,32,336,1
18-25 Jovem ,Mulher,,9,2,6,18,0,0,6,0,1,5,0,32,32,7,24,0,1,37,500,1
13-17 Adolescente,Homem,,9,4,1,5,0,0,1,0,0,1,0,6,14,1,5,0,0,22,366,2
26-59 Adulto,Homem,,9,1,25,82,0,4,21,0,1,23,1,136,156,40,89,1,6,105,2153,7
18-25 Jovem ,Homem,,9,1,7,14,0,3,4,0,0,7,0,20,25,3,16,0,1,36,519,0
0-12 Criança,Mulher,,9,4,7,19,0,1,6,0,1,6,0,20,20,3,15,0,2,38,753,8
13-17 Adolescente,Homem,,9,3,6,8,0,3,3,0,0,6,0,6,12,1,4,0,1,25,309,0
18-25 Jovem ,Mulher,,9,3,6,17,0,2,4,0,0,6,0,35,25,5,27,1,2,38,523,5
18-25 Jovem ,Homem,,9,4,5,10,0,3,2,0,0,5,0,29,35,5,23,0,1,40,539,4
18-25 Jovem ,Mulher,,9,4,5,21,0,2,3,0,1,4,0,34,37,15,19,0,0,50,491,1
13-17 Adolescente,Mulher,,9,4,1,5,0,0,1,0,0,1,0,6,14,2,4,0,0,24,351,1
13-17 Adolescente,Homem,,9,2,4,10,0,1,3,0,1,3,0,5,8,0,5,0,0,33,358,0
13-17 Adolescente,Mulher,,9,2,1,9,0,0,1,0,0,1,0,9,9,2,6,0,1,24,349,0
0-12 Criança,Homem,,9,2,4,24,0,0,4,0,0,4,0,14,12,3,10,0,1,56,762,3
0-12 Criança,Homem,,9,1,6,12,0,1,5,0,0,6,0,17,16,0,17,0,0,47,711,0
60+ Idoso,Homem,,9,3,11,36,0,0,11,0,1,10,0,45,42,13,30,0,2,38,842,3
13-17 Adolescente,Homem,,9,1,2,9,0,0,2,0,0,2,0,7,5,3,4,0,0,28,307,1
60+ Idoso,Mulher,,9,1,16,66,0,2,14,0,4,12,0,46,50,12,32,0,2,72,1044,2
13-17 Adolescente,Mulher,,9,3,3,9,0,1,1,1,0,2,1,10,16,1,8,0,1,27,305,2
60+ Idoso,Homem,Bahia,9,4,5,18,0,1,4,0,0,5,0,9,15,2,7,0,0,8,318,0
26-59 Adulto,Mulher,Bahia,9,4,20,70,0,5,15,0,1,19,0,59,89,17,41,1,0,41,1071,1
26-59 Adulto,Homem,Bahia,9,4,4,37,0,0,4,0,0,4,0,40,71,5,32,1,2,16,895,1
18-25 Jovem ,Mulher,Bahia,9,4,4,14,0,1,3,0,1,3,0,9,11,2,5,2,0,9,255,1
0-12 Criança,Mulher,Bahia,9,4,3,13,0,1,2,0,0,3,0,4,11,0,4,0,0,3,353,1
26-59 Adulto,Mulher,Bahia,9,3,18,53,0,2,15,1,2,16,0,48,96,10,38,0,0,37,1088,1
26-59 Adulto,Homem,Bahia,9,3,6,39,0,1,5,0,0,6,0,51,75,16,34,0,1,23,977,2
0-12 Criança,Mulher,Bahia,9,3,2,7,0,1,1,0,0,2,0,4,13,1,3,0,0,6,388,2
60+ Idoso,Mulher,Bahia,9,1,7,21,0,1,6,0,0,7,0,8,14,1,7,0,0,9,369,0
60+ Idoso,Homem,Bahia,9,2,4,19,0,1,3,0,0,4,0,6,17,3,3,0,0,4,316,0
60+ Idoso,Mulher,Bahia,9,2,5,31,0,1,4,0,0,5,0,10,10,2,8,0,0,15,392,0
26-59 Adulto,Mulher,Bahia,9,2,17,66,0,5,12,0,0,17,0,59,78,18,40,0,1,43,1108,0
26-59 Adulto,Homem,Bahia,9,2,6,33,0,1,5,0,0,6,0,40,72,8,32,0,0,16,943,1
13-17 Adolescente,Mulher,Bahia,9,2,0,8,0,0,0,0,0,0,0,1,12,0,1,0,0,5,193,0
60+ Idoso,Mulher,Bahia,9,4,4,27,0,1,3,0,0,4,0,11,15,1,10,0,0,16,392,0
18-25 Jovem ,Homem,Bahia,9,4,1,15,0,0,1,0,0,1,0,13,13,2,11,0,0,6,251,0
13-17 Adolescente,Mulher,Bahia,9,3,1,1,0,1,0,0,0,1,0,4,12,0,4,0,0,7,174,1
26-59 Adulto,Mulher,Bahia,9,1,17,69,0,1,16,0,0,17,0,53,80,13,39,0,1,30,1042,1
26-59 Adulto,Homem,Bahia,9,1,7,33,0,0,7,0,0,7,0,56,81,13,43,0,0,18,886,1
0-12 Criança,Mulher,Bahia,9,1,2,9,0,0,2,0,0,2,0,8,11,1,7,0,0,9,332,0
60+ Idoso,Mulher,Bahia,9,3,8,21,0,1,7,0,0,8,0,18,16,5,12,0,1,17,369,2
18-25 Jovem ,Mulher,Bahia,9,1,2,11,0,0,2,0,0,2,0,4,19,0,4,0,0,6,218,0
60+ Idoso,Homem,Bahia,9,3,5,19,0,2,2,1,1,4,0,11,25,4,7,0,0,10,339,1
0-12 Criança,Homem,Bahia,9,4,1,6,0,0,1,0,0,1,0,2,11,1,1,0,0,12,323,0
13-17 Adolescente,Homem,Bahia,9,4,1,12,0,0,1,0,0,1,0,3,6,1,1,0,1,9,178,0
18-25 Jovem ,Homem,Bahia,9,1,2,7,0,0,2,0,0,2,0,6,13,1,4,0,1,9,238,0
13-17 Adolescente,Homem,Bahia,9,1,0,6,0,0,0,0,0,0,0,2,9,0,2,0,0,12,185,0
13-17 Adolescente,Mulher,Bahia,9,1,1,3,0,0,1,0,0,1,0,1,2,0,1,0,0,4,154,0
0-12 Criança,Homem,Bahia,9,1,2,16,0,0,2,0,0,2,0,3,11,2,1,0,0,13,351,0
0-12 Criança,Homem,Bahia,9,2,4,16,0,0,4,0,0,4,0,0,6,0,0,0,0,13,381,1
18-25 Jovem ,Homem,Bahia,9,3,0,6,0,0,0,0,0,0,0,6,11,2,4,0,0,5,268,0
60+ Idoso,Homem,Bahia,9,1,3,16,0,1,2,0,0,3,0,12,11,3,8,0,1,8,292,1
13-17 Adolescente,Homem,Bahia,9,3,0,7,0,0,0,0,0,0,0,2,7,0,2,0,0,6,175,0
0-12 Criança,Homem,Bahia,9,3,1,2,0,0,1,0,0,1,0,2,7,1,1,0,0,8,319,1
18-25 Jovem ,Mulher,Bahia,9,2,2,12,0,2,0,0,0,2,0,5,6,0,5,0,0,12,262,1
18-25 Jovem ,Homem,Bahia,9,2,2,16,0,1,1,0,0,2,0,6,12,1,5,0,0,9,257,0
0-12 Criança,Mulher,Bahia,9,2,4,11,0,1,3,0,0,4,0,5,9,1,4,0,0,12,333,2
18-25 Jovem ,Mulher,Bahia,9,3,1,5,0,0,1,0,0,1,0,6,12,0,6,0,0,6,253,0
13-17 Adolescente,Mulher,Bahia,9,4,1,3,0,0,1,0,0,1,0,4,10,1,3,0,0,4,151,0
13-17 Adolescente,Homem,Bahia,9,2,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,9,190,0
26-59 Adulto,Mulher,Minas Gerais,9,3,28,112,0,4,24,0,0,28,0,83,128,17,64,1,1,148,2020,2
26-59 Adulto,Homem,Minas Gerais,9,3,15,63,0,2,13,0,0,15,0,87,137,17,69,0,1,88,1889,1
18-25 Jovem ,Homem,Minas Gerais,9,3,5,13,0,0,5,0,0,5,0,17,25,3,13,1,0,40,494,0
26-59 Adulto,Homem,Minas Gerais,9,1,25,71,0,7,18,0,1,24,0,71,106,22,48,0,1,84,1867,6
0-12 Criança,Mulher,Minas Gerais,9,3,7,17,0,1,6,0,0,7,0,7,7,4,3,0,0,52,538,0
60+ Idoso,Homem,Minas Gerais,9,2,14,36,0,7,7,0,0,14,0,22,27,5,16,1,0,38,735,1
60+ Idoso,Mulher,Minas Gerais,9,2,9,49,0,1,8,0,0,9,0,16,27,2,14,0,0,61,885,1
26-59 Adulto,Homem,Minas Gerais,9,4,28,53,0,6,22,0,1,27,0,85,119,23,62,0,0,86,1863,2
26-59 Adulto,Mulher,Minas Gerais,9,4,31,90,1,5,26,0,0,31,0,98,133,24,72,1,1,153,1939,3
0-12 Criança,Homem,Minas Gerais,9,4,3,13,0,0,3,0,1,2,0,5,4,0,5,0,0,79,555,1
0-12 Criança,Mulher,Minas Gerais,9,4,5,17,0,1,4,0,0,5,0,6,5,2,4,0,0,54,535,3
60+ Idoso,Mulher,Minas Gerais,9,4,10,39,0,2,8,0,1,9,0,25,25,7,17,0,1,65,893,1
18-25 Jovem ,Mulher,Minas Gerais,9,4,6,11,0,0,6,0,0,6,0,20,18,4,15,0,1,48,407,1
26-59 Adulto,Mulher,Minas Gerais,9,1,24,109,0,2,22,0,1,23,0,67,99,19,47,1,0,151,1986,3
13-17 Adolescente,Homem,Minas Gerais,9,1,1,7,0,0,1,0,0,1,0,1,6,1,0,0,0,39,273,0
0-12 Criança,Homem,Minas Gerais,9,1,10,20,0,2,8,0,0,10,0,6,6,1,5,0,0,67,560,0
60+ Idoso,Homem,Minas Gerais,9,3,4,30,0,1,3,0,0,4,0,9,36,0,9,0,0,48,720,4
60+ Idoso,Mulher,Minas Gerais,9,3,9,44,0,0,9,0,0,9,0,14,37,0,14,0,0,77,801,3
26-59 Adulto,Mulher,Minas Gerais,9,2,37,113,0,5,31,1,4,32,1,82,130,14,66,1,1,155,1987,5
60+ Idoso,Mulher,Minas Gerais,9,1,12,55,0,3,9,0,1,11,0,7,22,0,6,0,1,68,847,1
0-12 Criança,Mulher,Minas Gerais,9,1,1,13,0,0,1,0,0,1,0,2,4,0,2,0,0,68,510,2
26-59 Adulto,Homem,Minas Gerais,9,2,30,78,0,6,24,0,1,29,0,77,119,15,62,0,0,87,1882,2
0-12 Criança,Homem,Minas Gerais,9,2,7,21,0,0,7,0,0,7,0,9,6,0,9,0,0,76,578,0
60+ Idoso,Homem,Minas Gerais,9,4,10,40,0,2,8,0,0,10,0,19,22,4,15,0,0,49,743,0
60+ Idoso,Homem,Minas Gerais,9,1,5,40,0,1,4,0,0,5,0,9,21,0,8,0,1,56,717,1
13-17 Adolescente,Homem,Minas Gerais,9,3,5,10,0,1,4,0,0,5,0,3,7,1,2,0,0,44,292,0
13-17 Adolescente,Mulher,Minas Gerais,9,3,1,3,0,0,1,0,0,1,0,4,4,0,4,0,0,29,245,0
0-12 Criança,Homem,Minas Gerais,9,3,6,18,0,1,5,0,0,6,0,4,9,0,4,0,0,61,564,0
18-25 Jovem ,Mulher,Minas Gerais,9,2,4,17,0,0,4,0,0,4,0,11,26,0,10,0,1,39,443,3
13-17 Adolescente,Homem,Minas Gerais,9,2,0,4,0,0,0,0,0,0,0,5,6,1,4,0,0,31,307,2
18-25 Jovem ,Mulher,Minas Gerais,9,3,4,21,0,1,3,0,0,4,0,17,24,2,15,0,0,42,451,4
18-25 Jovem ,Mulher,Minas Gerais,9,1,8,14,0,1,7,0,0,8,0,11,14,3,8,0,0,47,398,0
18-25 Jovem ,Homem,Minas Gerais,9,1,2,14,0,1,1,0,0,2,0,8,18,1,7,0,0,43,394,2
0-12 Criança,Mulher,Minas Gerais,9,2,7,30,0,0,7,0,1,6,0,7,12,0,7,0,0,67,600,2
18-25 Jovem ,Homem,Minas Gerais,9,4,4,13,0,0,4,0,0,4,0,14,33,2,12,0,0,33,477,1
18-25 Jovem ,Homem,Minas Gerais,9,2,4,17,0,0,4,0,0,4,0,11,23,3,8,0,0,45,424,1
13-17 Adolescente,Mulher,Minas Gerais,9,2,4,11,0,0,4,0,0,4,0,5,7,1,4,0,0,33,277,0
13-17 Adolescente,Mulher,Minas Gerais,9,4,2,7,0,0,2,0,0,2,0,2,8,0,2,0,0,34,263,0
13-17 Adolescente,Mulher,Minas Gerais,9,1,0,14,0,0,0,0,0,0,0,2,3,0,2,0,0,26,279,1
13-17 Adolescente,Homem,Minas Gerais,9,4,1,5,0,0,1,0,0,1,0,5,6,0,5,0,0,41,278,0
60+ Idoso,Mulher,Esperito Santo,9,3,1,10,0,0,1,0,0,1,0,18,23,5,11,0,2,21,390,2
26-59 Adulto,Homem,Esperito Santo,9,3,7,21,0,0,7,0,1,6,0,62,70,27,31,0,4,23,908,6
26-59 Adulto,Mulher,Esperito Santo,9,3,14,36,0,1,13,0,3,11,0,63,74,33,28,0,2,70,936,5
18-25 Jovem ,Mulher,Esperito Santo,9,3,1,4,0,0,1,0,0,1,0,8,16,2,6,0,0,16,220,2
13-17 Adolescente,Homem,Esperito Santo,9,3,1,2,0,0,1,0,0,1,0,0,5,0,0,0,0,7,137,1
60+ Idoso,Homem,Esperito Santo,9,3,0,9,0,0,0,0,0,0,0,14,17,3,11,0,0,15,309,3
0-12 Criança,Mulher,Esperito Santo,9,3,1,4,0,0,1,0,1,0,0,3,6,2,1,0,0,23,286,4
18-25 Jovem ,Homem,Esperito Santo,9,3,0,4,0,0,0,0,0,0,0,8,17,3,4,0,1,13,191,4
60+ Idoso,Mulher,Esperito Santo,9,4,4,18,0,0,4,0,0,4,0,22,24,9,11,0,2,19,363,2
60+ Idoso,Homem,Esperito Santo,9,4,2,9,0,0,2,0,0,2,0,10,11,6,4,0,0,8,292,4
26-59 Adulto,Mulher,Esperito Santo,9,1,14,36,0,0,14,0,0,14,0,62,62,22,36,2,2,51,920,6
13-17 Adolescente,Mulher,Esperito Santo,9,1,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,9,119,0
60+ Idoso,Mulher,Esperito Santo,9,1,2,14,0,0,2,0,0,2,0,8,22,1,7,0,0,29,356,3
26-59 Adulto,Homem,Esperito Santo,9,2,10,26,0,1,9,0,1,9,0,32,62,14,17,0,1,42,876,4
26-59 Adulto,Mulher,Esperito Santo,9,2,12,42,0,1,11,0,1,11,0,57,72,19,34,1,3,66,959,6
0-12 Criança,Mulher,Esperito Santo,9,2,1,6,0,0,1,0,0,1,0,3,3,0,3,0,0,22,277,0
26-59 Adulto,Homem,Esperito Santo,9,1,6,24,0,0,6,0,0,6,0,52,69,20,31,0,1,41,854,4
60+ Idoso,Mulher,Esperito Santo,9,2,5,13,0,0,5,0,1,4,0,9,20,2,5,1,1,27,360,0
0-12 Criança,Homem,Esperito Santo,9,2,2,5,0,0,2,0,0,2,0,0,3,0,0,0,0,29,300,1
26-59 Adulto,Homem,Esperito Santo,9,4,8,20,0,1,7,0,0,8,0,41,64,13,28,0,0,30,870,5
26-59 Adulto,Mulher,Esperito Santo,9,4,8,32,0,2,6,0,0,8,0,59,82,19,37,1,2,59,991,6
13-17 Adolescente,Mulher,Esperito Santo,9,4,1,0,0,1,0,0,0,1,0,3,2,2,1,0,0,15,108,0
60+ Idoso,Homem,Esperito Santo,9,2,3,10,0,0,3,0,0,3,0,10,17,0,8,1,1,9,292,0
60+ Idoso,Homem,Esperito Santo,9,1,3,6,0,1,2,0,1,2,0,8,18,2,6,0,0,16,293,1
0-12 Criança,Mulher,Esperito Santo,9,1,2,7,0,0,2,0,0,2,0,1,4,0,1,0,0,21,265,0
13-17 Adolescente,Mulher,Esperito Santo,9,3,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,10,107,0
0-12 Criança,Homem,Esperito Santo,9,3,2,4,0,0,2,0,0,2,0,3,4,0,3,0,0,36,290,4
0-12 Criança,Mulher,Esperito Santo,9,4,0,3,0,0,0,0,0,0,0,3,3,1,2,0,0,32,296,1
13-17 Adolescente,Homem,Esperito Santo,9,4,1,4,0,1,0,0,0,1,0,3,2,2,1,0,0,9,133,0
18-25 Jovem ,Mulher,Esperito Santo,9,4,0,2,0,0,0,0,0,0,0,8,9,3,4,0,1,9,180,1
0-12 Criança,Homem,Esperito Santo,9,1,3,6,0,0,3,0,0,3,0,1,1,1,0,0,0,27,266,4
0-12 Criança,Homem,Esperito Santo,9,4,1,3,0,0,1,0,0,1,0,3,6,0,3,0,0,38,290,1
18-25 Jovem ,Homem,Esperito Santo,9,1,2,8,0,0,2,0,0,2,0,7,15,0,7,0,0,14,207,0
18-25 Jovem ,Mulher,Esperito Santo,9,2,2,10,0,0,2,0,0,2,0,10,9,5,5,0,0,10,204,1
13-17 Adolescente,Mulher,Esperito Santo,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,109,1
18-25 Jovem ,Homem,Esperito Santo,9,4,1,3,0,0,1,0,0,1,0,4,9,0,4,0,0,15,203,1
13-17 Adolescente,Homem,Esperito Santo,9,2,0,1,0,0,0,0,0,0,0,2,3,0,2,0,0,12,126,1
18-25 Jovem ,Homem,Esperito Santo,9,2,1,7,0,0,1,0,0,1,0,7,13,1,5,0,1,16,199,2
18-25 Jovem ,Mulher,Esperito Santo,9,1,1,3,0,0,1,0,0,1,0,10,9,4,5,1,0,12,186,1
13-17 Adolescente,Homem,Esperito Santo,9,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,14,122,0
26-59 Adulto,Homem,Rio de Janeiro,9,3,16,33,0,1,15,0,0,16,0,68,144,13,54,1,0,72,1542,10
60+ Idoso,Mulher,Rio de Janeiro,9,3,7,24,0,1,6,0,0,7,0,18,69,4,14,0,0,55,894,2
60+ Idoso,Mulher,Rio de Janeiro,9,1,8,25,0,0,8,0,0,8,0,24,62,7,17,0,0,57,924,8
26-59 Adulto,Mulher,Rio de Janeiro,9,4,10,38,0,1,7,2,0,8,2,53,176,10,41,0,2,121,1764,8
26-59 Adulto,Homem,Rio de Janeiro,9,4,2,21,0,0,2,0,0,2,0,67,155,13,52,0,2,75,1524,4
13-17 Adolescente,Homem,Rio de Janeiro,9,4,0,6,0,0,0,0,0,0,0,3,9,2,1,0,0,18,201,2
0-12 Criança,Homem,Rio de Janeiro,9,4,2,3,0,0,2,0,0,2,0,4,12,0,4,0,0,60,434,0
26-59 Adulto,Mulher,Rio de Janeiro,9,2,18,64,0,4,14,0,2,16,0,92,189,20,68,3,1,121,1798,10
0-12 Criança,Mulher,Rio de Janeiro,9,2,2,5,0,1,1,0,0,2,0,6,14,2,4,0,0,26,458,1
26-59 Adulto,Homem,Rio de Janeiro,9,1,9,25,0,1,7,1,1,7,1,62,149,15,46,0,1,64,1501,8
18-25 Jovem ,Mulher,Rio de Janeiro,9,2,3,8,0,1,2,0,0,3,0,13,20,2,10,1,0,24,334,1
60+ Idoso,Mulher,Rio de Janeiro,9,2,10,22,0,2,8,0,2,8,0,31,67,4,26,0,1,53,975,4
26-59 Adulto,Mulher,Rio de Janeiro,9,3,10,50,0,2,8,0,2,8,0,93,185,31,59,0,3,111,1747,6
13-17 Adolescente,Mulher,Rio de Janeiro,9,3,1,3,0,0,1,0,0,1,0,2,8,0,2,0,0,11,181,1
26-59 Adulto,Homem,Rio de Janeiro,9,2,11,36,0,2,9,0,2,9,0,92,155,22,70,0,0,57,1581,8
60+ Idoso,Homem,Rio de Janeiro,9,2,2,12,0,1,1,0,0,2,0,18,50,4,13,0,1,29,659,3
60+ Idoso,Homem,Rio de Janeiro,9,3,4,11,0,1,3,0,0,4,0,13,56,4,9,0,0,22,597,2
26-59 Adulto,Mulher,Rio de Janeiro,9,1,14,42,0,6,8,0,0,14,0,84,175,22,57,1,4,109,1783,9
18-25 Jovem ,Mulher,Rio de Janeiro,9,3,2,5,0,0,2,0,0,2,0,9,31,5,4,0,0,19,347,2
13-17 Adolescente,Mulher,Rio de Janeiro,9,1,0,2,0,0,0,0,0,0,0,1,9,1,0,0,0,14,223,1
60+ Idoso,Homem,Rio de Janeiro,9,1,4,17,0,0,4,0,1,3,0,15,50,3,12,0,0,33,639,5
18-25 Jovem ,Homem,Rio de Janeiro,9,4,2,5,0,0,2,0,0,2,0,10,29,2,8,0,0,27,365,3
60+ Idoso,Mulher,Rio de Janeiro,9,4,7,25,0,0,7,0,0,7,0,26,75,5,20,0,1,71,898,2
0-12 Criança,Mulher,Rio de Janeiro,9,4,1,4,0,1,0,0,0,1,0,1,14,0,1,0,0,36,424,2
18-25 Jovem ,Homem,Rio de Janeiro,9,2,6,4,0,0,6,0,2,4,0,15,25,1,13,0,1,26,369,1
60+ Idoso,Homem,Rio de Janeiro,9,4,6,16,0,1,5,0,1,5,0,14,53,5,9,0,0,29,680,1
13-17 Adolescente,Mulher,Rio de Janeiro,9,2,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,16,196,0
0-12 Criança,Homem,Rio de Janeiro,9,2,0,6,0,0,0,0,0,0,0,4,17,1,3,0,0,32,465,4
0-12 Criança,Homem,Rio de Janeiro,9,1,0,3,0,0,0,0,0,0,0,2,6,1,1,0,0,41,447,2
18-25 Jovem ,Mulher,Rio de Janeiro,9,1,1,8,0,0,1,0,0,1,0,16,22,3,12,0,1,17,351,1
0-12 Criança,Mulher,Rio de Janeiro,9,1,0,1,0,0,0,0,0,0,0,2,9,1,1,0,0,26,425,0
18-25 Jovem ,Homem,Rio de Janeiro,9,3,3,2,0,0,3,0,1,2,0,11,21,5,6,0,0,32,344,1
13-17 Adolescente,Homem,Rio de Janeiro,9,3,0,1,0,0,0,0,0,0,0,4,4,1,3,0,0,25,199,1
18-25 Jovem ,Mulher,Rio de Janeiro,9,4,4,7,0,0,4,0,0,4,0,12,29,3,9,0,0,37,328,5
0-12 Criança,Homem,Rio de Janeiro,9,3,2,7,0,0,2,0,0,2,0,3,11,2,1,0,0,38,415,1
0-12 Criança,Mulher,Rio de Janeiro,9,3,2,4,0,0,2,0,0,2,0,6,13,2,4,0,0,23,483,0
13-17 Adolescente,Homem,Rio de Janeiro,9,1,0,2,0,0,0,0,0,0,0,2,4,0,2,0,0,16,211,2
13-17 Adolescente,Mulher,Rio de Janeiro,9,4,1,4,0,0,1,0,0,1,0,1,11,0,1,0,0,11,209,0
18-25 Jovem ,Homem,Rio de Janeiro,9,1,2,5,0,0,2,0,0,2,0,6,19,1,5,0,0,26,344,5
13-17 Adolescente,Homem,Rio de Janeiro,9,2,1,1,0,1,0,0,0,1,0,5,15,2,3,0,0,13,234,0
60+ Idoso,Mulher,Paraná,9,3,9,25,0,2,7,0,0,9,0,18,11,6,12,0,0,33,508,0
26-59 Adulto,Mulher,Paraná,9,3,16,51,0,2,14,0,0,16,0,105,72,20,83,1,1,64,1270,3
60+ Idoso,Homem,Paraná,9,3,4,18,0,0,4,0,0,4,0,18,18,6,12,0,0,23,431,0
26-59 Adulto,Mulher,Paraná,9,1,34,50,0,5,29,0,0,34,0,79,45,21,52,0,6,89,1139,1
26-59 Adulto,Homem,Paraná,9,1,12,47,0,1,11,0,0,12,0,64,44,14,49,0,1,60,1071,0
60+ Idoso,Mulher,Paraná,9,4,7,22,0,0,7,0,1,6,0,19,16,4,15,0,0,33,501,0
26-59 Adulto,Mulher,Paraná,9,2,20,63,0,2,18,0,2,18,0,92,51,25,62,0,5,58,1261,1
18-25 Jovem ,Mulher,Paraná,9,2,1,7,0,0,1,0,0,1,0,27,9,3,23,0,1,21,257,0
13-17 Adolescente,Mulher,Paraná,9,2,0,7,0,0,0,0,0,0,0,4,5,0,3,0,1,12,166,1
18-25 Jovem ,Mulher,Paraná,9,4,4,9,0,1,3,0,0,4,0,14,12,3,9,0,2,9,235,2
18-25 Jovem ,Homem,Paraná,9,4,2,3,0,1,1,0,0,2,0,15,9,6,9,0,0,15,244,0
26-59 Adulto,Mulher,Paraná,9,4,16,37,0,1,15,0,1,15,0,77,44,18,55,1,3,65,1178,3
26-59 Adulto,Homem,Paraná,9,4,9,32,0,0,9,0,1,8,0,66,65,17,47,0,2,43,1074,3
0-12 Criança,Mulher,Paraná,9,4,1,16,0,0,1,0,0,1,0,10,4,1,9,0,0,23,341,1
0-12 Criança,Homem,Paraná,9,4,1,14,0,0,1,0,0,1,0,7,4,0,6,1,0,27,340,0
26-59 Adulto,Homem,Paraná,9,3,3,28,0,0,3,0,0,3,0,75,63,16,59,0,0,44,1147,3
60+ Idoso,Mulher,Paraná,9,1,10,30,0,1,9,0,1,9,0,15,8,2,11,2,0,31,506,1
0-12 Criança,Mulher,Paraná,9,3,0,7,0,0,0,0,0,0,0,5,4,0,5,0,0,19,318,2
60+ Idoso,Homem,Paraná,9,2,4,14,0,0,4,0,0,4,0,18,11,6,11,0,1,23,412,0
60+ Idoso,Mulher,Paraná,9,2,11,22,0,4,7,0,0,11,0,15,17,2,11,0,2,36,494,0
26-59 Adulto,Homem,Paraná,9,2,13,42,0,1,12,0,2,11,0,79,55,19,59,0,1,49,1165,1
13-17 Adolescente,Homem,Paraná,9,2,1,5,0,0,1,0,0,1,0,9,5,1,7,0,1,17,181,1
18-25 Jovem ,Homem,Paraná,9,3,1,11,0,0,1,0,0,1,0,15,12,2,13,0,0,9,246,2
13-17 Adolescente,Homem,Paraná,9,3,1,7,0,0,1,0,0,1,0,2,3,0,2,0,0,17,171,1
13-17 Adolescente,Homem,Paraná,9,4,0,2,0,0,0,0,0,0,0,6,1,0,6,0,0,16,174,0
